,Close,Open,High,Low,Volume,Adj Close,Returns,SMA_20,SMA_50
2024-04-01,50.86385122975485,50.76171612545359,50.97092313446763,50.32987574893246,437598,50.86385122975485,,,
2024-04-02,50.21486061020043,50.40287435803395,50.75131436914153,49.43094861129339,428643,50.21486061020043,-0.012759368468244547,,
2024-04-03,51.40122132088584,50.9667583525869,52.57662019281596,50.24397246480868,39715,51.40122132088584,0.023625689611979306,,
2024-04-04,51.88081782582184,51.46954867219976,52.095731946851146,50.36854669760461,379004,51.88081782582184,0.009330449600448043,,
2024-04-05,52.255176304039274,52.41236970492135,53.19474603415895,52.18193272346167,387595,52.255176304039274,0.0072157397262753165,,
2024-04-08,50.35235100912905,50.34040843606498,50.47950890934796,49.68803610674716,314526,50.35235100912905,-0.03641410152056335,,
2024-04-09,51.1780963606971,51.302186941802184,52.2046559205429,50.933388117348116,88375,51.1780963606971,0.01639934054754133,,
2024-04-10,49.66001742122951,49.32092494039567,49.90397084210926,49.46588931442459,122653,49.66001742122951,-0.029662669138147413,,
2024-04-11,49.95812213492782,49.76954849292351,50.86831470474854,49.9092279236555,438328,49.95812213492782,0.0060029119838944656,,
2024-04-12,49.3495014155052,49.14125423398164,50.59915889326007,47.93483698185588,222523,49.3495014155052,-0.01218261802913334,,
2024-04-15,48.53617763267685,48.1067825437952,48.85823026782859,47.745644499933164,235770,48.53617763267685,-0.016480891589571556,,
2024-04-16,48.53910898414671,48.08671190586516,49.72931740742781,47.940699811029354,321686,48.53910898414671,6.0395185876416235e-05,,
2024-04-17,49.81136853315681,49.41457995463222,50.008785448367554,48.740141102937606,299494,49.81136853315681,0.026211019848461525,,
2024-04-18,50.394729971555975,50.25526221973995,50.47652218158478,50.33627883345808,295606,50.394729971555975,0.011711411582897124,,
2024-04-19,49.690492685170774,50.13312796230385,50.61721322274193,49.314303077877284,308022,49.690492685170774,-0.013974423253834023,,
2024-04-22,50.04071487674692,50.518175501112715,51.38398225643491,49.590192995900686,149529,50.04071487674692,0.007048072430979602,,
2024-04-23,50.05689845406648,50.491233831138366,51.133503044670725,49.73306574740297,123383,50.05689845406648,0.0003234081958944923,,
2024-04-24,51.47448255692114,51.497808599425454,52.23321255727089,50.96791272225062,435375,51.47448255692114,0.028319455392456616,,
2024-04-25,51.004745537652454,51.17954645395477,51.56132105947981,50.95362293400041,391813,51.004745537652454,-0.00912562877634071,,
2024-04-26,51.29246987419002,51.49934047064561,51.468616569992385,51.18930223220347,166946,51.29246987419002,0.0056411287519346764,50.39776023692375,
2024-04-29,51.46334530981246,51.889956740760006,51.81287206112184,50.83671095349219,197475,51.46334530981246,0.0033313941801118574,50.42773494092664,
2024-04-30,51.77259865364462,51.69278830026823,52.124774980089256,50.72230498834304,268769,51.77259865364462,0.006009196292437569,50.50562184309884,
2024-05-01,51.217034689387916,50.981958885743914,51.89445475704022,51.00321540659478,102135,51.217034689387916,-0.010730849497692652,50.49641251152394,
2024-05-02,51.55633438806589,51.26348688668257,52.63086306718595,51.166064461576624,325177,51.55633438806589,0.006624743129618915,50.48018833963614,
2024-05-03,50.69049792666286,50.472354618610225,51.23423426505842,49.660904374008695,454394,50.69049792666286,-0.016793988007096528,50.401954420767325,
2024-05-06,51.60474498083024,51.91896637715098,53.11670725231827,50.342542633886914,488461,51.60474498083024,0.018035866514668708,50.46457411935239,
2024-05-07,52.17824402450535,52.11025279322159,52.54721821303552,50.72510785554347,148672,52.17824402450535,0.01111330060613902,50.514581502542796,
2024-05-08,52.1356567990684,52.489864286437246,53.02444765637977,50.63571293558986,473143,52.1356567990684,-0.0008161874021085369,50.638363471434744,
2024-05-09,51.32682800865888,51.02806160608193,52.1812545555242,51.25227975307141,78863,51.32682800865888,-0.015513927320926602,50.7067987651213,
2024-05-10,53.14003415123124,53.21877656804361,53.87740294908102,52.902795550542145,353665,53.14003415123124,0.0353266744297247,50.896325401907596,
2024-05-13,52.37499528917604,52.77260368901506,52.97008108725799,50.97447421535911,452714,52.37499528917604,-0.014396657327655715,51.08826628473256,
2024-05-14,52.33868975486629,51.90177191510142,53.45719161420279,51.265479620937214,436358,52.33868975486629,-0.0006931844883097948,51.278245323268536,
2024-05-15,53.30255723875285,53.60526600252681,53.491180075397324,52.801542526057595,18331,53.30255723875285,0.018415965099641163,51.45280475854834,
2024-05-16,52.269339515497805,52.100856601248715,52.55141283035001,50.89876590601713,180689,52.269339515497805,-0.019384017892932426,51.54653523574543,
2024-05-17,52.39630757776217,52.21114981911911,52.71448507289926,51.448307308524875,362200,52.39630757776217,0.0024291116635732912,51.681825980375,
2024-05-20,51.305775038581444,50.84477003559686,51.59063950470577,50.058851910156,420467,51.305775038581444,-0.0208131563004178,51.74507898846673,
2024-05-21,51.0007491106962,51.12320908060351,51.3026414692281,50.18754996357066,441637,51.0007491106962,-0.005945255239899749,51.79227152129821,
2024-05-22,51.22617255778154,50.85475379794819,51.246195895316895,49.954300469093546,368877,51.22617255778154,0.004420002666942535,51.77985602134123,
2024-05-23,52.21862298801615,52.70722307057436,53.27953912807787,51.583419740591715,428568,52.21862298801615,0.01937389386480426,51.84054989385942,
2024-05-24,50.82988982922523,51.22661499993329,51.50387797305542,49.96636353065426,56043,50.82988982922523,-0.02659459555472432,51.81742089161118,
2024-05-27,51.77189079435816,51.50385356917888,52.4376325801606,50.8601918820025,165783,51.77189079435816,0.018532421933193266,51.832848165838456,
2024-05-28,50.340729188391734,50.39672090853247,51.03551738603788,49.956361544797545,322724,50.340729188391734,-0.027643603198714617,51.761254692575825,
2024-05-29,50.911052350176845,50.874903918828444,51.14033990242864,50.64864406022591,113311,50.911052350176845,0.011329259050872453,51.74595557561527,
2024-05-30,50.63165950320357,50.94039798483773,51.25376877076941,50.006432564696695,242186,50.63165950320357,-0.0054878623417867756,51.69972183137215,
2024-05-31,49.61254468881763,49.56656723663644,50.62113899046908,48.40898569248915,211563,49.61254468881763,-0.02012801524550978,51.64582416947989,
2024-06-03,49.696756827875774,50.16880386012841,50.22100887446796,48.8384013954786,54127,49.696756827875774,0.001697396083719216,51.55042476183216,
2024-06-04,50.35441232332795,50.38346287335988,50.943714603656474,49.334842671251394,110911,50.35441232332795,0.013233368481769592,51.459233176773296,
2024-06-05,50.923909666685006,51.139915939666835,51.42821316104408,50.043040192277594,333909,50.923909666685006,0.011309780356491661,51.39864582015413,
2024-06-06,50.187817253144395,49.904171411025224,51.32039375193946,50.138908894228564,268108,50.187817253144395,-0.014454750594732335,51.34169528237841,
