,Close,Open,High,Low,Volume,Adj Close,Returns,SMA_20,SMA_50
2024-04-01,30.31967688856322,30.173102470159417,30.346775672734758,29.581142084510972,70605,30.31967688856322,,,
2024-04-02,29.890289205569033,29.92472859346675,30.623189651176222,29.67410047203816,418040,29.890289205569033,-0.014162013816055974,,
2024-04-03,30.8847501990407,30.955769373756493,31.74302682735055,30.441042776916106,437937,30.8847501990407,0.033270370408004624,,
2024-04-04,30.80961903874701,31.056186933269853,31.37688005290442,30.73536908459375,66453,30.80961903874701,-0.0024326296897173583,,
2024-04-05,30.216259724287625,30.045784497648114,30.36332272623502,29.395704862447392,121599,30.216259724287625,-0.019258898128962865,,
2024-04-08,29.73316763573792,29.4750174919087,30.410002364539736,29.358606579462112,21845,29.73316763573792,-0.015987818908023144,,
2024-04-09,30.372902566839553,30.42856063200909,31.227458119812514,30.103814926991227,199993,30.372902566839553,0.02151586870726474,,
2024-04-10,31.05411985211658,31.071709388846465,31.77568350328796,30.618703495628065,294392,31.05411985211658,0.022428455225111277,,
2024-04-11,31.29469644083163,31.24041746386915,32.080753346728386,31.169134424474773,439173,31.29469644083163,0.007747010376101482,,
2024-04-12,31.632767298907993,31.88527329679273,32.430593151848896,31.16624981733885,193811,31.632767298907993,0.010802816340319765,,
2024-04-15,31.063902019801347,30.950954805413843,31.509282351314884,30.4567490827463,222910,31.063902019801347,-0.017983418071876534,,
2024-04-16,31.46234513855163,31.400494373290176,31.824924595887722,31.37223899546036,498604,31.46234513855163,0.012826563723266293,,
2024-04-17,31.636078642767803,31.740463820304566,31.730213301686998,31.467698062652875,251660,31.636078642767803,0.005521950237691975,,
2024-04-18,30.39804083708248,30.39158816133664,31.300925493096873,30.02641701148555,309816,30.39804083708248,-0.03913373144836163,,
2024-04-19,29.766276061575464,29.654475310049197,30.42763248706851,29.192508371743422,251105,29.766276061575464,-0.02078307542558233,,
2024-04-22,29.344731318838107,29.58482014824644,29.97849801984301,28.51945479106493,459068,29.344731318838107,-0.014161823328700418,,
2024-04-23,29.2011921420714,29.11033662620696,29.462038569731053,28.430868446691882,400917,29.2011921420714,-0.004891480354927036,,
