,Close,Open,High,Low,Volume,Adj Close,Returns,SMA_20,SMA_50
2024-04-01,170.3796232739739,168.77724245620783,173.5421665804055,168.26152686791596,428303,170.3796232739739,,,
2024-04-02,172.03513507271663,171.23958369804097,175.74466575893547,168.76924017043785,81081,172.03513507271663,0.009716606756904556,,
2024-04-03,167.63232907930274,167.53909171340086,172.39411032390205,164.55676757664045,82685,167.63232907930274,-0.025592481393715838,,
2024-04-04,161.74190394568282,160.84832680684374,162.519018613986,159.0392748776924,72095,161.74190394568282,-0.035138956584163994,,
2024-04-05,160.81287269783746,161.38792848617675,163.49396601342653,159.1879080682319,178467,160.81287269783746,-0.005743911906449073,,
2024-04-08,159.7980916718481,158.20938012479687,161.94706180242267,159.2273348208165,360631,159.7980916718481,-0.0063103221089526595,,
2024-04-09,164.0718978734362,162.81543945168792,168.2179647437279,162.10360899941494,297544,164.0718978734362,0.026745039048179153,,
2024-04-10,164.4762236220806,162.98843767285305,168.86177988213166,159.91060193066593,158697,164.4762236220806,0.0024643205441330363,,
2024-04-11,162.7462224843133,162.13442538974854,166.92938316292708,158.51982414918234,130941,162.7462224843133,-0.01051824451990302,,
2024-04-12,161.75032380737886,160.40549570614303,163.40900302778064,157.12854485265296,138355,161.75032380737886,-0.006119335132527826,,
2024-04-15,155.99775694306842,154.90211899839136,157.69423722948716,151.9947301699581,472965,155.99775694306842,-0.0355644843787819,,
2024-04-16,157.86019548893609,156.87387827942203,160.82145249355042,153.94383215892583,87193,157.86019548893609,0.011938880291383791,,
2024-04-17,157.85019940771713,159.3468701237782,161.6136847464038,156.42944107332008,343375,157.85019940771713,-6.332236690820281e-05,,
2024-04-18,153.583993131271,153.0099923534164,155.41298256274555,149.9319238819337,61210,153.583993131271,-0.02702692991490485,,
2024-04-19,157.86307987457957,158.73623593817845,160.28990936407638,156.68858184370666,400414,157.86307987457957,0.027861541141537716,,
2024-04-22,154.09565063833833,155.51890206516163,155.5350192455542,153.65933573381815,398920,154.09565063833833,-0.023865169989299773,,
2024-04-23,154.26020458009756,154.14184247418487,155.99253991816084,154.15780180183356,219232,154.26020458009756,0.0010678688274301518,,
2024-04-24,153.4033088458118,152.78061525603582,157.24763497631,149.10623827392212,146436,153.4033088458118,-0.005554872279718959,,
2024-04-25,155.3580873597043,154.63087813348156,156.87545999645354,152.64337826449045,461160,155.3580873597043,0.012742740222489557,,
2024-04-26,155.2612769897995,155.3018379433985,158.23980506023753,153.91438470307898,412854,155.2612769897995,-0.0006231434201469099,160.04891883939473,
2024-04-29,150.65557228568287,149.24754014058144,153.6606375597044,149.08391673952426,150997,150.65557228568287,-0.029664220167526012,159.0627162899802,
2024-04-30,149.18620667099077,150.30324702979166,149.86180673712988,145.69906946973126,91554,149.18620667099077,-0.009753144821658455,157.92026986989387,
2024-05-01,150.0800142231666,150.61261827780274,151.2559564506443,146.9897822399234,438195,150.0800142231666,0.005991221119704404,157.04265412708708,
2024-05-02,147.59431306573236,147.99819075604205,151.82999165900793,143.8922996790636,81272,147.59431306573236,-0.016562506142476896,156.33527458308953,
2024-05-03,148.19236883381436,147.25118098211397,151.99586242925932,144.1311997576203,363056,148.19236883381436,0.004052024469368476,155.7042493898884,
2024-05-06,150.93696213946848,152.16206920439333,155.36019008952672,146.53022829938953,341833,150.93696213946848,0.01852047664297718,155.2611929132694,
2024-05-07,155.9299514765463,155.19488836308207,156.47345527909334,154.86481162729388,230299,155.9299514765463,0.03307996441894878,154.85409559342492,
